pathway	NGS001-23_16S_41	NGS001-23_16S_42	NGS001-23_16S_43	NGS001-23_16S_44	NGS001-23_16S_47	NGS001-23_16S_48	NGS069-23_16S_29	NGS069-23_16S_30	NGS069-23_16S_31	NGS069-23_16S_32	NGS069-23_16S_35	NGS069-23_16S_36	NGS069-24-16S-1	NGS069-24-16S-2	NGS069-24-16S-3	NGS069-24-16S-4	NGS069-24-16S-5	NGS069-24-16S-6	NGS069-24-16S-7	NGS069-24-16S-8	NGS069-24-16S-9
CENTFERM-PWY	7255.632931009041	7014.476215772029	8384.742355408453	10590.322802687104	5735.855006061869	9440.856415119179	2103.1399870328814	3227.9761977478215	6031.85160149167	6055.028635140624	3480.41001731826	6900.467678807485	13329.356510449896	9443.229173095928	7323.548065706928	9400.11499399189	7307.682635602449	14147.024870360014	4160.3068430047115	7976.455584865386	8637.072675699172
CHLOROPHYLL-SYN	256.2767113619693	384.9059504016713	1099.433477333015	170.30162979874234	163.1107696571213	528.4479874124673	65.12022795546602	180.4678776152298	606.2011218003229	848.0833389983753	159.86865615997317	408.6329730980601	657.1628920164785	499.2007075908428	418.2161840207727	552.3122375896107	381.22813753215127	730.0953052210001	713.5484375148706	1537.242877739475	1515.2722325452678
COA-PWY	60634.03678518184	61468.82881672927	52368.29683770369	52645.588347142155	62637.462466552286	58781.02300806179	10320.446072472614	29411.574215227163	39166.51974418054	48433.949966909575	48938.314275911995	57204.16969839896	76722.50447350291	55073.30180399584	43848.402697140875	44908.5867845029	36606.245409776646	63986.230251680936	36859.43414951332	76476.86064857317	76250.56028489265
COBALSYN-PWY	27288.979301132356	26036.20609650653	25143.295072986934	26302.61696499602	27138.432610323653	25946.33020412143	5439.733966352718	13692.251738883486	19828.165849577363	21696.00517696618	23955.59553284072	29169.368274971446	32833.387535614966	24073.552604831566	19601.77520385842	21262.60945694562	17688.87757469167	31214.965882023876	16121.39737553547	32448.43871850107	33066.41191622935
CODH-PWY	8467.907891976274	10461.574414103683	6230.9879210705	7779.070421503711	9840.559478247693	7920.989115659296	1302.8325944496514	5139.192290373339	6905.769011948555	7869.918071738224	7950.93388237377	9320.215599841253	10072.960419225483	7351.419246919806	5885.254167966203	6678.374967503215	5791.019338058209	9029.64008813128	5105.928383343056	10564.339618970289	10533.529502671134
COLANSYN-PWY	44553.23456531279	43553.88633983586	34806.25710356	32344.710316627414	43482.91188454673	41646.77483321103	6112.275252799836	20382.43350776753	25067.420687614493	33476.49549817443	31369.68101228056	39813.168536622325	58321.958848500864	41199.26872271182	32752.89151329333	31747.489076566748	25464.10899833768	44686.73961129013	26750.760226750517	56427.95318673518	55788.01798422323
COMPLETE-ARO-PWY	65592.73338080516	66164.78471808319	56375.80967552673	57404.56576082342	65804.8668502258	63600.142376012904	11115.978599159364	31444.66205944488	42609.199983839266	51723.09663419746	52248.261693434964	61970.04408841201	81559.03367533704	58723.903622217586	46886.99225234355	48018.784099354365	39201.68739183615	68372.16768632027	38557.69435136242	79882.61971938016	79720.62147150171
CRNFORCAT-PWY	1568.430815528743	332.45955276807666	1623.3041084968786	1908.475080937791	1205.426278421211	1261.9080879180185	441.65384622035697	202.59012707669334	1135.0798057378893	1260.835249420121	2498.58394946358	3889.9160357853207	1207.4530478729207	1037.6377641998708	640.6827010084377	1193.490941497511	920.7531611415819	1687.7189457311374	1505.925808788312	2605.2853460346155	2293.2703597105165
DAPLYSINESYN-PWY	55399.95474658128	54643.91886954031	48572.9366576346	47657.445105458995	56622.050123007	54331.946315014604	10043.957663488643	26526.314522267934	37450.469440621324	43546.64911720796	46868.88304626285	54936.834643993665	67024.46364513366	48937.60535886516	38986.161728768304	39843.14006894979	32712.59274776413	57231.93925530654	32477.814995489767	66636.82897097297	66912.549017057
DENITRIFICATION-PWY	3329.710217362737	2339.8087961341594	2614.795133568616	3149.3972045287387	3273.520074718033	3032.4732284418847	398.4430346625063	1286.3832607460336	1774.2554472223362	2469.721308289305	2700.0173993995304	4449.934652982713	5894.556889974271	4183.324781608577	3289.031008378357	3206.1506892948996	2566.929841189202	4505.580681082969	2724.245971840711	5813.4739721210735	5873.3194414757645
DENOVOPURINE2-PWY	20623.361955669374	15955.400672602234	28625.324648190002	25899.97515490302	11411.147304986886	17533.55465171715	4448.878491250137	8667.686311062667	12691.767264565906	14227.009938253388	10735.770720544057	12516.712677598389	26541.064470386766	18149.75609244634	15755.674094959248	20853.009239882824	15785.822847743411	30514.430560856104	10450.07777861598	22996.44191493457	23735.176807555486
DHGLUCONATE-PYR-CAT-PWY	162.09043436193915	0.0	14.96802631138986	0.0	29.811767942061298	71.85073134054173	0.0	0.0	56.97215602365734	54.510182475667904	62.03672034059038	322.10251902835086	0.0	0.0	0.0	0.0	4.993819912667186	14.969274366812064	0.0	0.0	0.0
DTDPRHAMSYN-PWY	61884.94669800955	60998.786979179735	51295.426597358375	52244.40662412175	62882.08795732577	57533.965084501164	9942.130922003098	28578.788333702156	37947.77183936647	47389.43907385074	49367.50009671721	57561.00307814469	79980.62524031512	57481.63121657498	45384.20584964837	46333.76440983672	37321.86412978162	65432.844669872014	38734.655856542995	81621.05248997635	80904.62496680026
ECASYN-PWY	158.69611033012768	4.871603803509792	0.7495224934737849	7.664129138082363	0.0	0.0	0.0	0.0	0.0	35.238097926584196	58.309121323197964	12.618065948334896	8.266147477395709	3.968276922630586	6.660391848866606	6.57552385994826	2.7630523678002334	0.0	4.282215260079654	2.5708965656288556	2.5708771399423087
ENTBACSYN-PWY	5143.204460561866	4232.832046496825	4655.122025519777	6501.984506570236	5535.550556950162	5484.31938761821	545.0125847969116	2189.308165251981	2747.0704022777168	4389.8327413486	5634.3969925794945	5449.6379189976815	5650.3352287555	4272.396700840477	3585.9345754745254	3029.4113936122967	2919.926177286488	4823.009627797907	3339.437514816469	8139.847303467765	7897.747568922581
FAO-PWY	72173.32310010518	68467.72555268637	59755.95591965213	55620.88835585396	74247.94831237751	69927.80569765539	13252.67076766398	32893.145618970004	46255.62986710538	54568.60341258161	63697.19939276185	71763.189091482	85424.79384699011	62470.03673252082	49447.84752436188	49989.41954685088	41336.004133325136	71552.22700863561	42465.029740764956	87697.12302929694	88011.28929033614
FASYN-ELONG-PWY	84420.28672779848	79865.16446682195	69996.51349284222	67395.43656637512	80445.60069968036	80575.47947199088	12435.84982353933	38927.03351806282	48566.71090535388	64156.11005267231	58426.07940898326	76225.17866780247	107105.6884027912	76728.59612973018	60743.53252563154	61421.686948231734	49924.87194216741	87721.52289952588	48889.924333763076	100745.07214393091	101199.2722405556
FASYN-INITIAL-PWY	28117.634132265135	23848.44981764233	21654.345779684732	21964.22492643359	23644.13826528829	26812.191114884645	3709.677501541228	11861.797396022745	15857.150198180723	19535.833663846654	19343.74924721022	29431.04389866106	39409.4648558135	27181.22825257952	22600.48477252147	24092.01345706731	19006.74635311806	33794.54239891943	17535.18375783083	35871.28376129863	36242.90301111289
FERMENTATION-PWY	29959.759527055718	25578.454058697833	24437.79069194876	21598.844373306485	26319.2078475654	28756.7856437604	5071.051433349677	11775.902460962407	18257.949107447843	23300.984335945162	22075.353335219235	30037.617724866195	41719.295439215275	29298.960178718557	23747.06999725086	23941.336073033177	19394.127352435677	33813.07291239199	18110.401593442537	37509.54849015711	37206.885704769105
FOLSYN-PWY	44974.28904674996	42782.37141865996	40688.88880642681	41091.98427919282	42838.33839550216	46041.821964903684	8459.44446612652	20427.423593836695	30113.723902936803	34830.94969205559	35388.20228916158	47126.733953857074	59505.051624581574	42791.06874457357	34169.56349108594	34701.73082789825	27804.64456445424	49925.727671900575	25880.04889703024	53710.60325961287	53533.54623732953
FUC-RHAMCAT-PWY	670.7235755579369	490.43490373263785	691.6095966391019	1286.2418598197319	290.8578471898242	732.3501149292239	0.0	201.33205679794344	384.43678106074697	388.97158180496217	223.78652432117084	577.2920229702913	566.7305944446739	553.8231525809138	240.3389263953612	517.5167802080373	440.19257693251194	840.2905069810618	106.32078307123544	408.34064847292234	358.31389451749806
FUCCAT-PWY	567.6046368352746	1012.4370014227484	1115.6699834611632	1609.2997873004904	1168.0177734566369	738.0773611580158	174.1910892159276	228.60807633373756	680.7422135162749	730.5721781598422	835.8579711730808	1306.7684385025957	2952.454907894732	2038.9888667314342	1712.777194654703	1422.7974259982982	1008.0110738101948	2185.749585719534	801.9912430149159	1849.9019192661297	1976.1146158057784
GALACT-GLUCUROCAT-PWY	8239.227344404504	7840.655638745383	7515.649743339349	6450.035881481039	8178.731335017383	9333.964862543173	1885.70891328133	3623.749773432211	6375.841193757209	6652.52257592064	8018.32566236133	9642.92433224942	13988.874729451554	9888.547473399814	7940.688535166251	8161.560180022756	6049.094237512069	11144.746480393249	5954.803263084817	12792.675218680983	12557.142525477902
GALACTARDEG-PWY	2397.350689354698	1374.012326649728	2226.5060998297545	1127.1436913519503	1318.281116568243	2396.1539564151067	250.44806141240326	573.8048044468015	1280.070728105856	1550.568288538539	1335.2139296028483	2233.311845536105	3113.5908012316386	2141.5463417769747	1714.6593794983846	1942.5693363305859	1519.0534892721482	2767.1315205746587	1442.0492471012565	3018.5770730045956	3097.8850717804853
GALACTUROCAT-PWY	16195.073215308137	12617.35604010612	13438.776848410738	12969.347448569162	13150.146054667632	15192.252890134881	2634.8480738223834	5911.641829012338	9784.738775536727	11591.453786945318	11127.482797280427	17998.753834607323	24450.26414956265	17021.089959012155	13619.435953235716	14256.61215068949	11042.927597455022	20000.75078133111	10410.080189053615	21963.618968455194	21591.690158954556
GALLATE-DEGRADATION-I-PWY	970.2544305067182	426.04718116648775	403.608796623608	1318.2283302871535	560.0866551063051	742.5016372594606	24.547622447679586	198.93941659342704	455.00218016041674	573.8887302050315	602.1997399968598	1705.6957723282333	1428.6649341088385	937.8661382033831	804.8635173591989	632.7714646297431	373.485104378721	989.7409385989282	639.1484507766477	1368.4940871566866	1223.956019294837
GALLATE-DEGRADATION-II-PWY	814.0006570031862	426.04718116648775	330.36612610151906	1318.2283302871535	437.67919380331443	742.5016372594606	24.547622447679586	198.93941659342704	445.1297814051112	555.6441214460566	602.1997399968598	1705.6957723282333	955.1776164309208	552.7934406884124	507.5400785789795	524.5121616818511	248.26993991324042	565.3808148399195	164.94176718476882	639.7772127043569	436.84634602453485
GLCMANNANAUT-PWY	4744.005132854842	5083.117378145274	3856.3353142281044	3433.103616725813	4559.704802537201	4991.659785590769	613.023004174676	2158.0350833185053	2503.0129852449577	3413.7965887491496	2557.950595828418	4182.269221105279	6012.5464607420945	4047.0497227280584	3336.764371667865	3578.8115039048294	2914.2644253682606	5369.471475051831	2538.5765552748276	5623.20682942164	5528.566741909546
GLUCARDEG-PWY	3195.8795037830787	3258.4695117664915	3143.3539396851684	1981.2259636479	3041.5618734258983	3505.3606329229133	409.61407317346897	1190.8068214016819	2330.3697233293537	2511.4232952341654	1930.8216251253825	2492.8648562460676	3477.670831276481	2397.3201646240946	2054.3214740453923	2165.454742998787	1891.040309799545	3106.422571582498	1443.1589036753112	3137.4409475266043	3239.3760679625493
GLUCARGALACTSUPER-PWY	2397.350689354698	1374.012326649728	2226.5060998297545	1127.1436913519503	1318.281116568243	2396.1539564151067	250.44806141240326	573.8048044468015	1280.070728105856	1550.568288538539	1335.2139296028483	2233.311845536105	3113.5908012316386	2141.5463417769747	1714.6593794983846	1942.5693363305859	1519.0534892721482	2767.1315205746587	1442.0492471012565	3018.5770730045956	3097.8850717804853
GLUCONEO-PWY	53914.97677866375	52613.37771143482	47983.48808033777	49734.14311243939	54012.9354434741	53466.703585724135	10032.420604537912	25849.181380136695	37099.333076515715	42941.518267795786	46125.0522911148	54116.7059759903	67253.22451540189	48737.038271289624	38764.37791726911	40894.03632473852	33376.41875656931	58775.46518713433	31746.54688760145	65382.40867116395	65301.32723130814
GLUCOSE1PMETAB-PWY	3422.7643692951756	1976.0446497606356	2938.6595534830876	2191.6786855507567	1804.7633500679988	3450.3014712008007	109.63691140638316	896.0551025330834	1184.9708992557205	1774.4589083465858	1410.0746633670133	2916.2726696665513	4153.247002756349	2822.803817427833	2311.3007444489685	2022.010814292402	1673.52296837038	3277.31279983858	1920.9164132860628	4186.605614820172	4290.49749395762
GLUCUROCAT-PWY	11902.407838012172	8504.199814287931	8598.864470870793	8372.935567114475	9975.287376715207	10269.860171874112	2446.8430592134805	4117.623871489195	7634.041545526	8315.074956689421	9606.98053502916	14581.665015880399	14484.015475483317	10423.094985916709	8736.990980962266	8571.417006880994	6622.122720641057	11686.726836604754	6836.82518496939	13600.508875592432	13618.353117332164
GLUTORN-PWY	58221.49902935686	59186.85039833228	50065.930748118466	49923.27175834408	58247.521438730444	56194.24000679189	10037.278473831846	27611.17766882943	37139.40343427928	44681.912199630344	45617.17624694377	53912.39971245541	71961.91725245932	52106.91480583052	41313.93021639947	40923.20179880454	33434.463564985694	58925.34885854978	33136.45628109278	69242.9221912558	68973.39922223176
GLYCOCAT-PWY	37764.98243684292	36246.21697711919	30704.030542634224	30844.409501498343	36696.926494282525	34011.70084005198	5705.815737647598	16603.1596899754	21789.939248231916	28040.178691607336	28062.858802591905	34048.63422896369	50372.37531808989	35448.67844012476	28484.387472615177	28753.722160360743	23095.69849634152	40511.11976662083	23607.16622316711	49694.68358622199	49756.969833343595
GLYCOGENSYNTH-PWY	44299.30528309722	40978.03579832531	38826.3380526692	37322.87166576147	39479.0682620598	42245.98659586022	7541.216140523425	19410.570149054245	27584.235506132558	32796.436051212055	31814.785722501056	42109.26767557517	57020.30521448119	40433.92479151742	32360.568553818455	33967.440944031376	27012.189133112035	48354.25489842281	25295.618476328174	53015.544428237605	52677.59230900769
GLYCOL-GLYOXDEG-PWY	292.079559455985	175.86687424061893	264.4625875922757	383.10915784059813	94.97748664568076	276.9087098080139	0.0	73.35517695961975	122.69359503857854	135.44985201966153	65.38123409249997	190.68772518904308	175.66066525557588	192.77529403792659	73.98861432246623	166.45535352111904	144.18832165316078	280.98790125914564	33.51829402388068	137.81525786545348	117.40936690943907
GLYCOLYSIS	58543.16167234328	58284.530643808204	50543.25086712076	52741.645609185136	60475.16266949118	58440.07974690676	10823.554923972402	28192.575724206585	39962.06418084551	47001.46275499188	49292.33211019579	57319.83586601946	72432.57648664598	52454.80060208857	41839.73159545564	44003.455779280564	36161.61335091855	62522.793145500444	35817.15522287435	74342.82791674284	73809.1131349125
GLYCOLYSIS-E-D	49241.505012380876	49979.17291755593	42779.00559034786	44466.01614342108	50925.78870397243	49072.0614831645	8799.987655427809	24111.65702410218	33661.91773645244	39901.94062388446	42380.815057485604	50929.1686978219	62684.85041287851	45415.911877459934	36354.733645692686	37837.925877148424	30770.942849711148	54007.268166644004	29384.637387600444	60794.85916101831	60562.63562932823
GLYCOLYSIS-TCA-GLYOX-BYPASS	45493.03919347553	40999.935097153604	40374.50220140937	42052.055292201774	45431.37927958387	45568.60359673809	8637.949606496759	20295.804214899916	30495.62269638651	36576.456878153804	38811.17479983034	49269.265737430505	57639.143972712576	41835.522581561876	33490.197681017984	34774.88234592356	28594.952013739043	50028.236028122876	28035.44044391391	57508.42897813587	57980.83727952233
GLYOXYLATE-BYPASS	34027.609927688776	29772.326602241763	31572.496820660544	32928.67666718061	34074.046506613246	34515.74221143311	7152.7299214736995	15073.683378797563	24298.5296851346	27528.00749990278	31076.468900317053	40344.19490723814	41646.03539403757	30545.695459305796	24506.7991060475	25485.662036853308	21224.704162252743	36934.1436335012	20494.25522717488	41612.173752692775	42192.96090282698
GOLPDLCAT-PWY	371.01449068443026	248.5037934927333	527.4113456288372	812.0699135709436	128.71320094758357	454.3076100480097	105.72903054616074	97.054362526107	287.2455216220673	330.63633502161133	169.09670115335263	246.17369465156665	767.6554431654464	530.2263403881078	467.2561944164713	541.3622578205366	431.11616079801826	808.2617009943224	274.3963528638074	465.5782529963347	537.9312482686092
HCAMHPDEG-PWY	837.1442575090277	632.0707594146643	647.3689512062591	585.8402135816399	906.324189361192	1049.3719098275844	136.5379545458861	546.9055829297242	548.1734212107864	662.2499822178999	899.1575493025975	1317.4726134349194	1245.9219800748397	974.8135982430423	731.0131012966048	709.2916601891367	544.6804475293663	930.7473701139909	667.7612416978122	1297.7705870257846	1122.923205651329
HEME-BIOSYNTHESIS-II	33357.7809202008	33603.39923470533	29147.923315598662	32036.859556618067	32932.10076202856	33075.20634750784	6167.235362379406	15932.89808521598	21324.616872651553	25064.43290989951	25086.95499773859	31543.919949876996	39842.73664724595	28913.522778136554	22886.306215085246	22889.36654971619	18630.326935510955	32763.596748380536	16478.85749311116	34400.96775210635	34287.94749871167
HEMESYN2-PWY	52078.1852643657	50703.81082579222	45534.83340083522	46543.02101847656	49745.67290653496	50863.22229637291	8572.232751212805	24362.964001898974	33272.69737566081	39737.433542896215	38421.7454812365	50898.42822099756	66457.59151284516	48145.64401721887	38110.31408053318	38436.96806031106	30847.542982594052	54659.85417048837	28718.182604971968	60362.15212751182	59821.503718729284
HEXITOLDEGSUPER-PWY	14587.18362521277	13036.575610977216	12972.754802916892	16484.748669232613	11945.633651042726	14172.300868869466	3195.094677552911	5854.324195104634	10259.348652279941	11740.338272181303	10232.763507351741	14263.601290929406	16637.031319681464	12176.026806564678	9362.404397595488	11366.293614727772	9238.954085199286	16518.647394830146	5910.79990526929	11579.485866450264	12786.021721336841
HISDEG-PWY	34201.78224890963	32123.850764645496	30410.123771719474	31264.72128425607	32077.505676751894	34009.746728332844	6584.301542903103	14808.911382337792	22208.250985645493	25097.427375297222	27306.748399699798	33643.23871008103	42847.55961613516	31209.869149095113	24648.465413024438	24824.194080778638	19857.63047784099	35196.35377659277	19315.08548615683	39768.53294169346	39149.718897748804
HISTSYN-PWY	58299.628437203835	60043.2338385546	51052.90309929432	51765.56800563492	59425.36980971718	57434.701543932795	9924.294558299162	28719.52043085597	38517.227346554755	46592.95712261727	46070.56158647407	54657.36453208612	71999.80058613162	52243.47613102405	41569.960372681955	42459.88628393069	34817.55908357209	60682.98489088155	33574.96881561463	69857.05900670694	69571.29596028996
HOMOSER-METSYN-PWY	41686.09843287871	40271.67534988836	34697.26498631362	32625.593938484806	44155.09906676988	40605.72365366723	7753.787942768709	19121.28000723609	27169.92239134245	32083.91556687417	38260.93824755785	43397.17707825843	49921.01554474906	36382.87849101104	29031.528194842078	29237.483278013555	24505.893368139852	42133.23470143131	24720.628602664405	49918.17680621993	50006.632932543034
HSERMETANA-PWY	44014.50916429517	41659.52930976933	37681.87884600561	36531.39193402098	45514.501233501665	43452.8429806196	7866.629159787687	21121.30334163165	28751.777781859644	35698.79556608868	39112.65416518272	46131.67797271663	58484.793592049755	42565.24332372253	33839.37323465197	33881.94482118599	27842.26544599038	48604.984746390524	28407.89314549563	58910.381169579996	58570.15959446561
ILEUSYN-PWY	101002.92028833213	97415.30787360665	85716.45028257603	79304.95028495086	101216.29897398167	96777.02462269954	17120.512176185286	47806.138024190615	67345.95901834653	79351.7875626296	83910.04962385005	100181.48440587259	124810.58674912441	90611.55354279299	72464.07819603577	73490.38620990489	60511.96413784355	104885.78194741772	61066.33647191697	125780.07856126677	125322.35133033246
KDO-NAGLIPASYN-PWY	698.5403997881793	127.48462124771595	396.4996151795842	1727.3180149720117	214.52003042790423	214.5143302681231	0.0	47.839378361162105	228.69199651057409	300.2361155588627	328.38593930218354	41.05827859567785	198.0851598470058	61.570812803938644	119.47514660476926	85.71642414695903	89.92823625937382	135.49077049197825	15.988376904200361	129.2449904981472	9.598015827635148
KETOGLUCONMET-PWY	2066.532148545675	1168.8267513789667	1799.6015951864742	1813.6092588746212	1173.1530522653284	2457.451318265574	239.5385909568875	507.7766565202914	1243.5051959766138	1641.5587685649652	1342.2289081023844	3197.753781112086	2458.075466975124	1958.5300973131127	1435.869083826778	1530.284068031681	1220.1978521482451	2356.5205428633258	980.2149961365423	2369.414809436918	2200.5696207112155
LACTOSECAT-PWY	39.85341152377074	29.90205570654335	37.834875007983186	39.36220426881373	19.95732962371426	903.8556980881739	0.0	55.22517944674402	29.872198369332732	19.952352105148666	0.0	35.8811068454937	21.962386225418385	31.89228143254544	0.0	19.95034691843317	17.95171389915718	27.931512271689034	0.0	13.986164069137285	7.995675404508716
LEU-DEG2-PWY	30880.020158508825	28002.47147245832	24199.10549360177	23452.037120234676	30331.859925096924	28640.742228072137	4321.010781618207	13419.185815458473	17092.36665129167	21908.900994527005	24573.530650055465	30435.60604806795	39953.12306599411	28978.941668506835	22930.831929200485	22835.14832305036	18562.06767653158	32199.601916885294	18791.16275528139	39642.13434353166	39310.5192052485
LIPASYN-PWY	149.64208525236094	23.251533377949286	127.88896192758904	126.82834418066602	101.14983052601423	131.71219360375522	0.0	0.0	101.93856509300221	127.10933985799265	180.85767589511073	662.6414944372968	181.10701073101902	81.59629354973416	126.44950466272823	207.93646780961188	166.7506318236864	283.25571599014296	61.998458856823284	102.67613584647191	105.99953988929197
LPSSYN-PWY	0.0	0.0	3.186949375171786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.194572323238175	6.399140144766968
MET-SAM-PWY	49561.25625929574	48404.7826100643	41986.46532195135	40281.49640716803	51783.33745277321	48364.826207102924	9039.108874581205	22959.948477465772	32143.44247221412	38389.72272645671	43269.86716939481	49828.72671982374	61109.7150869092	44321.329661909745	35280.557956477176	35767.5648197517	29698.616781692006	51525.78980487847	29660.528622377384	60784.63153630739	60803.43561904614
METH-ACETATE-PWY	678.6823802922015	275.0669338230876	606.4759061007329	957.8563964545694	175.69195212450765	387.6898177064144	0.0	144.54146049541913	240.5978341111841	290.1917452509124	130.25441738276567	395.660578680177	1552.4842215546923	992.268918764734	803.871324953036	778.372144904002	737.8328739856303	1153.112229649901	428.97489983101474	779.1749906638718	833.602627967178
METHANOGENESIS-PWY	140.56791470436113	179.99549848453518	62.65605295232705	232.62412433245925	50.321418514030874	6.976478113490769	0.0	321.82909540482814	208.49163901874567	329.24827325679576	406.2932343249573	552.5026217255079	422.8597513859835	233.669037070525	253.09619452860966	277.77301099029313	257.2160295870601	385.3461147039255	180.8945514365902	520.5343812451144	572.7670793139413
METHGLYUT-PWY	250.96269302375242	62.94159029371754	160.0896718789606	32.06885399784674	10.544247337385576	261.5112429439059	56.421354523846354	100.83123414643323	182.12484471371428	152.5497194016343	36.06555123693442	48.52813749856043	312.8452083314309	227.25747181838682	142.57791156071173	142.69532162629284	146.93991760978733	185.64818726506138	0.0	14.31904606210946	5.438122462488852
METHYLGALLATE-DEGRADATION-PWY	1205.5523384341807	531.1379193666165	503.1662240649753	1635.3767569167007	697.8384347047704	923.8388846045708	30.66340449625255	248.0522077484031	566.6166153665226	714.2026774868456	749.9443018465287	2110.242585958827	1773.5185741440869	1164.765784774959	999.224359823406	787.2695192389355	465.2535796257846	1230.853263768464	793.9617641923529	1699.248591024679	1521.048831995442
NAD-BIOSYNTHESIS-II	1985.3645747341811	1567.044245746791	1176.6194064632602	1551.8229992373933	1309.7079290266067	1965.402925372575	225.10230544251533	1003.1392539258372	1007.92862746589	1448.038315053027	1478.4952160253129	2856.078853069108	4084.5943522653592	2389.6801816842685	2024.0644416815987	2397.0745700786915	1933.0758639692544	3772.31847055735	1591.1271801952792	3799.7133180765477	3708.891082454822
NADSYN-PWY	5093.154048360034	4687.9656065545005	5656.394590789179	9403.887930116252	5545.238741788372	7429.517076828279	859.7113954312653	2797.6609570605488	4175.1420317223165	4444.706799570838	4469.760590834544	6533.764993362489	8924.108756108211	6045.510603982092	4884.2285897627535	4902.107119339703	3714.4358434368173	7281.093328531594	3132.8585820313538	6910.704575582697	6466.611119125796
NAGLIPASYN-PWY	31070.038240423593	27271.4539573764	23819.478855867477	21557.098094795158	26602.244089308115	27251.787577036986	3169.7842658836166	12541.584608738578	14504.016151642183	21859.6675356343	17861.995093013404	24362.747040369733	44491.85873975451	30810.826769862764	24479.091506550136	23344.38674457963	18633.625563175876	32531.659831956946	20131.396915738726	42922.66080199169	42428.50109154979
NONMEVIPP-PWY	53115.24550663636	53481.1731317656	46995.033348037876	47039.65880512846	53693.59573126607	51922.071764232074	9324.965391559397	25498.157280647203	35131.48463713984	41845.3014194018	42481.59183792865	50080.34258119952	66264.54594240559	48040.6356486731	38093.28238518065	39145.46556166438	31732.61980687993	55869.288856959036	31326.01426554286	65066.831650290966	64406.35644008579
NONOXIPENT-PWY	76159.8309109621	77721.39510846879	65072.998133616	66728.02802364506	75935.68733148345	74608.46843875	13389.497348829058	36793.799991518645	50474.6363944069	59617.33229839288	60047.568283520304	71887.66999001599	94135.67006267153	67639.04207877521	53612.69416835501	56285.44768107725	45535.53241504274	80052.44016826844	44164.99382457579	92042.40524730916	91438.75155300522
OANTIGEN-PWY	57808.64853337385	58348.09296952778	49559.08098313654	49269.79063530661	58824.21568287859	55620.6111632513	9930.562746826994	27739.082251807053	37784.77336153513	45132.86048045439	46935.38530311694	53871.54751165135	70180.65530848158	51018.6453654677	40550.90021130824	41383.94518753956	33817.79043514544	58942.29242231398	33687.33894091505	69708.32721497677	69511.01048620627
ORNARGDEG-PWY	246.87471926345611	5.597934149925522	1.3567837437557437	10.011426666322851	0.0	51.85218450417711	0.0	0.0	8.992111351830475	54.826671551842146	92.36019512247432	23.38115617224121	12.506990290550512	4.78614466077343	0.0	7.694722641644611	4.769941141887605	0.0	5.596941688174054	4.4789993053936525	4.4789665036911535
ORNDEG-PWY	2791.2528550127786	2644.014336040281	2323.5036520592325	1270.1021543552465	0.0	0.0	0.0	0.0	0.0	1852.4359410121012	3732.051174814959	4475.465035900158	2655.888435386385	2090.467464534954	0.0	1920.6482249697524	1531.752458122636	0.0	1759.1293020162684	3379.7276601051976	3262.651710271089
P101-PWY	2032.5700711311597	1696.1543882011647	2082.325489679083	3270.787824832257	1771.736435121635	2732.038508356682	281.80713793202926	904.2645071422479	1622.8590106790539	1677.0750583457104	2002.8812847681472	2948.255303790644	2750.090377305751	1936.2873776549916	1708.6396925907793	1686.1821534779663	1467.865711564266	2456.449392237584	1100.8322513764542	2188.462143267635	2018.0700997642803
P105-PWY	62237.44515878541	57537.88292902606	54239.23985550321	54238.20365470066	62235.78227721759	61503.10116993257	11542.606540137282	28147.672074113823	41149.271370900584	49227.166230408104	52251.624121186	64544.558509360686	77988.82680034729	56653.262808057916	45216.94468947205	46117.255224666704	37840.75071018855	66362.39992781518	37678.55947023705	77310.9067813143	77849.35118287758
P108-PWY	68970.58939512726	70292.16763406876	58174.96139208208	58791.93290760617	72992.70545358535	65928.57830346383	12272.962019137396	33687.38250956526	46088.713251698406	54646.116588585384	58330.729438083756	66177.21660326714	85502.09294935335	62319.739307464675	49172.86383425737	50164.728118993065	41172.338840531855	71665.47745130707	41614.1752631381	85859.60863468809	85717.04988004456
P122-PWY	20278.94119662279	20068.883047809853	19521.416090687566	16500.947929525282	20245.09215851911	22866.290302124544	4233.981470050159	9450.281569746528	15469.731268934473	17530.21153178153	18642.602666123497	23286.611670977505	23089.77779875389	17116.478217031745	13934.991877874245	14919.196684537388	12559.082701559773	20943.805732486257	10009.858282161853	20973.578290284306	20965.114865813084
P124-PWY	22844.710126859027	25169.092021151515	22482.78897649172	20621.85487365787	25806.05543386157	26036.80363429316	5152.023902581381	12442.37366076191	20314.851369053056	20902.98052121738	26465.779202474077	26868.92053182393	25623.449821412407	19350.256442313566	15929.299001473357	16537.62543365342	13956.83252630302	23232.2865623852	13870.655899276566	28214.516748329053	27259.900115313707
P125-PWY	8491.054094943129	6652.733999529415	6600.162546578991	4822.753945431285	10444.389608150017	8490.807888064006	2194.8128708516615	4027.8361653171696	5713.0522008463195	6840.203707533525	9419.118763275465	11043.381923207706	9190.510953200039	6621.277165058325	5372.326790995602	5837.37103963625	5014.480833003985	8756.280367988515	5420.210097231571	10716.87157320715	11322.58789830341
