OTUID	NGS001-23_16S_41	NGS001-23_16S_42	NGS001-23_16S_43	NGS001-23_16S_44	NGS001-23_16S_47	NGS001-23_16S_48	NGS069-23_16S_29	NGS069-23_16S_30	NGS069-23_16S_31	NGS069-23_16S_32	NGS069-23_16S_35	NGS069-23_16S_36	NGS069-24-16S-1	NGS069-24-16S-2	NGS069-24-16S-3	NGS069-24-16S-4	NGS069-24-16S-5	NGS069-24-16S-6	NGS069-24-16S-7	NGS069-24-16S-8	NGS069-24-16S-9
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae	15.0	22.0	30.0	281.0	10.0	31.0	1.0	1.0	13.0	30.0	28.0	6.0	14.0	30.0	1.0	34.0	21.0	13.0	1.0	32.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	44.0	41.0	76.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__OPB41	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	1.0	13.0	1.0	7.0	21.0	43.0	35.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__Ardenticatenaceae	4.0	1.0	6.0	58.0	5.0	1.0	1.0	4.0	8.0	18.0	10.0	19.0	1.0	10.0	1.0	32.0	20.0	31.0	1.0	7.0	10.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae	1.0	1.0	1.0	1.0	1.0	118.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae	1.0	1.0	5.0	3.0	15.0	9.0	1.0	1.0	12.0	1.0	11.0	21.0	71.0	8.0	11.0	35.0	1.0	83.0	9.0	80.0	52.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Bogoriellaceae	22.0	14.0	20.0	55.0	1.0	43.0	16.0	7.0	1.0	23.0	35.0	18.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0	14.0	14.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae	23.0	28.0	123.0	1.0	1.0	34.0	1.0	1.0	30.0	122.0	7.0	151.0	36.0	13.0	17.0	74.0	61.0	83.0	7.0	6.0	9.0
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	6.0	19.0	18.0	22.0	52.0	53.0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae	102.0	53.0	51.0	60.0	53.0	45.0	1.0	31.0	27.0	104.0	43.0	88.0	143.0	105.0	68.0	126.0	128.0	229.0	66.0	149.0	144.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae	17.0	41.0	1.0	5.0	24.0	66.0	1.0	7.0	22.0	8.0	15.0	91.0	82.0	30.0	44.0	30.0	28.0	56.0	12.0	11.0	17.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__CPla-3_termite_group	1.0	13.0	1.0	1.0	1.0	16.0	1.0	8.0	3.0	24.0	5.0	12.0	24.0	22.0	21.0	22.0	11.0	21.0	39.0	76.0	75.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;__	1.0	9.0	1.0	26.0	25.0	58.0	7.0	13.0	23.0	11.0	51.0	1.0	1.0	1.0	25.0	74.0	54.0	86.0	1.0	25.0	23.0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae	5.0	27.0	4.0	3.0	68.0	32.0	6.0	6.0	14.0	36.0	11.0	8.0	17.0	13.0	17.0	13.0	10.0	10.0	8.0	15.0	20.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__mle1-27;f__mle1-27	1.0	11.0	26.0	1.0	7.0	1.0	1.0	9.0	4.0	1.0	11.0	16.0	22.0	14.0	1.0	11.0	1.0	15.0	15.0	45.0	30.0
d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__Dojkabacteria;f__Dojkabacteria	1.0	1.0	1.0	6.0	1.0	3.0	3.0	8.0	1.0	3.0	1.0	12.0	39.0	19.0	14.0	50.0	24.0	45.0	29.0	42.0	44.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__KI89A_clade	5.0	1.0	26.0	22.0	1.0	25.0	1.0	1.0	22.0	22.0	1.0	1.0	1.0	10.0	1.0	21.0	23.0	43.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Thermotaleaceae	12.0	1.0	1.0	1.0	17.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	32.0	63.0	7.0	59.0	30.0	48.0	38.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Nodosilineaceae	1.0	1.0	40.0	1.0	1.0	3.0	1.0	1.0	1.0	30.0	1.0	4.0	12.0	6.0	4.0	1.0	1.0	1.0	4.0	9.0	7.0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae	88.0	19.0	8.0	65.0	11.0	51.0	31.0	13.0	1.0	29.0	1.0	50.0	56.0	33.0	37.0	43.0	47.0	77.0	29.0	50.0	41.0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Microgenomatia;f__Microgenomatia	3.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	7.0	6.0	4.0	5.0	26.0	7.0	7.0	13.0	14.0	23.0	6.0	8.0	14.0
d__Bacteria;p__Acidobacteriota;c__Subgroup_18;o__Subgroup_18;f__Subgroup_18	23.0	30.0	1.0	6.0	17.0	8.0	1.0	16.0	9.0	1.0	4.0	1.0	13.0	5.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadales	1.0	1.0	28.0	1.0	14.0	15.0	1.0	5.0	25.0	37.0	17.0	67.0	25.0	19.0	1.0	38.0	14.0	37.0	11.0	64.0	48.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__KF-JG30-B3	21.0	47.0	24.0	33.0	17.0	14.0	1.0	10.0	1.0	15.0	16.0	1.0	26.0	1.0	1.0	9.0	1.0	8.0	1.0	17.0	28.0
d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae	1.0	1.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0	38.0	26.0	20.0	18.0	10.0	30.0	1.0	12.0	13.0
d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__Sericytochromatia;f__Sericytochromatia	35.0	8.0	10.0	12.0	6.0	14.0	6.0	13.0	23.0	23.0	9.0	19.0	64.0	38.0	47.0	46.0	39.0	79.0	26.0	20.0	37.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae	8.0	15.0	1.0	10.0	1.0	20.0	1.0	1.0	1.0	1.0	11.0	1.0	24.0	1.0	16.0	25.0	19.0	14.0	9.0	7.0	20.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales;f__Haloplasmataceae	9.0	1.0	24.0	19.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	12.0	12.0	9.0	45.0	26.0	66.0	1.0	5.0	1.0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__	36.0	23.0	14.0	1.0	1.0	23.0	1.0	1.0	21.0	39.0	1.0	21.0	53.0	20.0	16.0	54.0	51.0	54.0	20.0	57.0	70.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI	22.0	25.0	59.0	246.0	1.0	1.0	1.0	1.0	25.0	10.0	1.0	1.0	1.0	1.0	12.0	1.0	1.0	6.0	4.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae	17.0	26.0	1.0	1.0	24.0	1.0	1.0	8.0	17.0	8.0	27.0	53.0	1.0	1.0	14.0	1.0	1.0	1.0	1.0	10.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EPR3968-O8a-Bc78;f__EPR3968-O8a-Bc78	7.0	1.0	29.0	62.0	10.0	37.0	1.0	9.0	1.0	1.0	1.0	1.0	32.0	1.0	1.0	50.0	54.0	80.0	1.0	8.0	25.0
d__Bacteria;p__Acidobacteriota;c__Subgroup_22;o__Subgroup_22;f__Subgroup_22	8.0	60.0	8.0	8.0	16.0	11.0	1.0	11.0	7.0	6.0	1.0	1.0	8.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinales	1.0	39.0	1.0	1.0	1.0	6.0	1.0	14.0	1.0	1.0	1.0	1.0	15.0	11.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2	10.0	1.0	11.0	3.0	1.0	6.0	1.0	1.0	1.0	1.0	3.0	20.0	6.0	19.0	1.0	15.0	8.0	19.0	4.0	13.0	7.0
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae	9.0	1.0	7.0	1.0	7.0	14.0	1.0	7.0	6.0	1.0	8.0	1.0	29.0	18.0	8.0	1.0	10.0	23.0	8.0	18.0	22.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Caldalkalibacillales;f__Caldalkalibacillaceae	1.0	10.0	14.0	48.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	8.0	1.0	6.0	1.0	1.0	9.0	1.0	1.0	1.0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__LWQ8	60.0	27.0	36.0	41.0	36.0	20.0	22.0	12.0	44.0	37.0	43.0	67.0	73.0	44.0	1.0	35.0	15.0	50.0	25.0	34.0	45.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;__	24.0	11.0	1.0	30.0	1.0	26.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	12.0	16.0	13.0	1.0	19.0	1.0	30.0	17.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oxobacteraceae	1.0	1.0	14.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	26.0	29.0	10.0	23.0	16.0	42.0	11.0	25.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;__;__	15.0	16.0	12.0	25.0	1.0	1.0	21.0	15.0	1.0	17.0	1.0	7.0	1.0	5.0	1.0	15.0	1.0	21.0	3.0	9.0	3.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__LiUU-11-161	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	74.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007	1.0	1.0	14.0	1.0	1.0	29.0	1.0	3.0	5.0	6.0	1.0	1.0	7.0	1.0	5.0	18.0	5.0	24.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_Incertae_Sedis	33.0	43.0	1.0	41.0	16.0	1.0	1.0	13.0	16.0	1.0	12.0	51.0	24.0	14.0	13.0	1.0	1.0	12.0	16.0	11.0	23.0
d__Bacteria;p__Acidobacteriota;c__Subgroup_21;o__Subgroup_21;f__Subgroup_21	1.0	5.0	1.0	83.0	14.0	1.0	1.0	1.0	1.0	1.0	10.0	34.0	12.0	1.0	1.0	1.0	1.0	1.0	8.0	4.0	10.0
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae	12.0	1.0	5.0	1.0	4.0	1.0	1.0	1.0	16.0	1.0	4.0	1.0	126.0	43.0	32.0	18.0	14.0	16.0	1.0	3.0	1.0
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae	6.0	1.0	6.0	59.0	4.0	10.0	1.0	7.0	5.0	7.0	9.0	19.0	11.0	13.0	5.0	15.0	7.0	19.0	6.0	9.0	1.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41	28.0	112.0	9.0	21.0	92.0	31.0	7.0	18.0	26.0	48.0	46.0	61.0	48.0	50.0	17.0	29.0	31.0	66.0	30.0	94.0	70.0
d__Bacteria;p__Acidobacteriota;c__Subgroup_5;o__Subgroup_5;f__Subgroup_5	55.0	93.0	16.0	84.0	51.0	26.0	1.0	11.0	10.0	15.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	6.0	1.0	6.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group	4.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	7.0	5.0	8.0	8.0	12.0	1.0	3.0	12.0	7.0	13.0	10.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Cryptosporangiaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	1.0	10.0	1.0	13.0	1.0	11.0	1.0	9.0	1.0	1.0	19.0	12.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae	82.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	1.0	16.0	18.0	1.0	28.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae	12.0	44.0	1.0	4.0	76.0	3.0	1.0	8.0	1.0	1.0	4.0	4.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulfotomaculaceae	1.0	20.0	25.0	48.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured	6.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	17.0	5.0	4.0	9.0	11.0	18.0	1.0	8.0	15.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	8.0	1.0	20.0	8.0	19.0	9.0	34.0	18.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillales_Incertae_Sedis	1.0	1.0	1.0	56.0	1.0	1.0	1.0	1.0	1.0	11.0	1.0	22.0	1.0	9.0	1.0	36.0	12.0	32.0	1.0	1.0	10.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae	9.0	1.0	32.0	140.0	1.0	1.0	1.0	1.0	1.0	12.0	1.0	1.0	12.0	7.0	1.0	12.0	1.0	9.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	51.0	34.0	22.0	76.0	68.0	103.0	9.0	25.0	30.0	26.0	53.0	57.0	37.0	10.0	8.0	1.0	16.0	15.0	1.0	11.0	30.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;__;__	7.0	12.0	1.0	1.0	10.0	6.0	1.0	1.0	1.0	5.0	8.0	1.0	1.0	11.0	1.0	5.0	1.0	1.0	13.0	10.0	6.0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriales	1.0	11.0	1.0	14.0	6.0	8.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	7.0	1.0	18.0	11.0	11.0	1.0	1.0	1.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Phaselicystidaceae	15.0	23.0	11.0	9.0	1.0	30.0	1.0	15.0	1.0	8.0	20.0	13.0	1.0	1.0	8.0	1.0	1.0	12.0	6.0	11.0	20.0
d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae	13.0	3.0	14.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	6.0	12.0	18.0	1.0	14.0	3.0	1.0	11.0	11.0	11.0	19.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__R7C24;f__R7C24	9.0	1.0	1.0	1.0	19.0	12.0	1.0	1.0	1.0	1.0	1.0	25.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36;f__HOC36	5.0	19.0	4.0	1.0	34.0	1.0	1.0	10.0	4.0	1.0	17.0	1.0	5.0	1.0	3.0	5.0	8.0	6.0	1.0	11.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae	6.0	1.0	16.0	8.0	16.0	11.0	1.0	1.0	10.0	1.0	14.0	17.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	7.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__SJA-15	1.0	1.0	1.0	1.0	20.0	1.0	1.0	5.0	1.0	1.0	14.0	8.0	11.0	5.0	1.0	1.0	1.0	1.0	7.0	8.0	17.0
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa;o__Lineage_IIa;f__Lineage_IIa	8.0	1.0	7.0	3.0	1.0	9.0	1.0	5.0	13.0	11.0	1.0	5.0	21.0	1.0	10.0	15.0	1.0	9.0	9.0	19.0	13.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Aneurinibacillales;f__Aneurinibacillaceae	1.0	1.0	16.0	95.0	1.0	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiales	18.0	1.0	5.0	53.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae	1.0	23.0	14.0	88.0	1.0	11.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;__;__	40.0	4.0	72.0	1.0	6.0	32.0	1.0	26.0	28.0	19.0	21.0	1.0	1.0	1.0	7.0	17.0	17.0	28.0	1.0	1.0	9.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae	1.0	1.0	119.0	137.0	1.0	12.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	18.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Symbiobacteriia;o__Symbiobacteriales;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0	7.0	34.0	1.0	1.0	1.0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae	42.0	9.0	29.0	11.0	9.0	55.0	1.0	14.0	13.0	19.0	4.0	26.0	16.0	24.0	15.0	37.0	18.0	62.0	10.0	31.0	19.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae	1.0	1.0	1.0	6.0	1.0	60.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__WS4;c__WS4;o__WS4;f__WS4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30.0	1.0	24.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriae;f__Acidobacteriae	1.0	1.0	1.0	1.0	22.0	1.0	1.0	1.0	7.0	1.0	1.0	18.0	16.0	13.0	18.0	6.0	1.0	9.0	1.0	1.0	1.0
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__Gastranaerophilales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	19.0	16.0	7.0	14.0	12.0	9.0	8.0	15.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Thermincolales;f__Thermincolaceae	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	14.0	1.0	18.0	10.0	1.0	11.0	4.0	7.0	11.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;__	11.0	20.0	1.0	1.0	1.0	1.0	1.0	13.0	1.0	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	1.0	8.0	1.0	1.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae	1.0	1.0	53.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	6.0	12.0	4.0	1.0	1.0	3.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae	6.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.0	1.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospirales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	10.0	9.0	1.0	1.0	4.0	1.0	1.0	11.0	18.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae	1.0	1.0	1.0	1.0	1.0	66.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCM19a;f__CCM19a	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	8.0	1.0	11.0	7.0	14.0	9.0	9.0	8.0	1.0	1.0	1.0
d__Bacteria;p__Desulfobacterota;c__uncultured;o__uncultured;f__uncultured	11.0	36.0	8.0	13.0	19.0	12.0	1.0	12.0	4.0	9.0	1.0	1.0	6.0	5.0	1.0	1.0	1.0	7.0	4.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JTB23;f__JTB23	1.0	1.0	1.0	1.0	7.0	1.0	1.0	3.0	1.0	5.0	1.0	1.0	5.0	1.0	1.0	6.0	4.0	5.0	5.0	9.0	8.0
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Obscuribacterales;f__Obscuribacteraceae	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17.0	7.0	1.0	8.0	1.0	14.0	1.0	7.0	8.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	31.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	1.0	1.0	3.0	1.0	1.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SBR1031	7.0	19.0	1.0	77.0	1.0	1.0	1.0	3.0	1.0	10.0	1.0	15.0	10.0	7.0	13.0	8.0	5.0	1.0	8.0	1.0	17.0
d__Bacteria;p__Patescibacteria;c__CPR2;o__CPR2;f__CPR2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	3.0	1.0	1.0	1.0	6.0	12.0	12.0	15.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	15.0	15.0	1.0	8.0	5.0	18.0	14.0	12.0	12.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Fodinicurvataceae	1.0	1.0	1.0	33.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	12.0	1.0	1.0	10.0	6.0	8.0	1.0	8.0	13.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	1.0	1.0	1.0	6.0	1.0	16.0	1.0	1.0	3.0	1.0	1.0	1.0	13.0	20.0	23.0	1.0	1.0	10.0	5.0	11.0	8.0
d__Bacteria;p__Armatimonadota;c__uncultured;o__uncultured;f__uncultured	9.0	4.0	1.0	13.0	6.0	1.0	1.0	5.0	1.0	1.0	5.0	5.0	4.0	19.0	12.0	16.0	1.0	18.0	16.0	38.0	47.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae	1.0	1.0	25.0	24.0	1.0	1.0	1.0	3.0	1.0	8.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	7.0	6.0	6.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae	1.0	3.0	1.0	39.0	8.0	1.0	1.0	1.0	1.0	1.0	15.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;__;__	1.0	1.0	26.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__KD3-93	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	21.0	24.0	14.0	8.0	8.0	11.0	12.0	1.0	22.0
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae	1.0	12.0	6.0	5.0	10.0	7.0	1.0	9.0	8.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	12.0	9.0
d__Bacteria;p__Firmicutes;c__Limnochordia;o__MBA03;f__MBA03	19.0	11.0	53.0	20.0	1.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	8.0	9.0	6.0	5.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__	1.0	1.0	3.0	61.0	1.0	1.0	1.0	1.0	1.0	10.0	13.0	1.0	1.0	5.0	1.0	1.0	1.0	13.0	1.0	13.0	3.0
