OTUID	NGS001-23_16S_41	NGS001-23_16S_42	NGS001-23_16S_43	NGS001-23_16S_44	NGS001-23_16S_47	NGS001-23_16S_48	NGS069-23_16S_29	NGS069-23_16S_30	NGS069-23_16S_31	NGS069-23_16S_32	NGS069-23_16S_35	NGS069-23_16S_36	NGS069-24-16S-1	NGS069-24-16S-2	NGS069-24-16S-3	NGS069-24-16S-4	NGS069-24-16S-5	NGS069-24-16S-6	NGS069-24-16S-7	NGS069-24-16S-8	NGS069-24-16S-9
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae;g__Sumerlaea	113.0	73.0	64.0	98.0	88.0	143.0	1.0	50.0	37.0	185.0	101.0	85.0	76.0	90.0	48.0	50.0	44.0	98.0	19.0	79.0	59.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina	51.0	26.0	18.0	111.0	33.0	56.0	36.0	14.0	29.0	37.0	1.0	16.0	40.0	44.0	38.0	27.0	1.0	30.0	1.0	1.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea	67.0	1.0	51.0	32.0	1.0	20.0	1.0	1.0	17.0	35.0	1.0	30.0	45.0	1.0	25.0	39.0	31.0	42.0	18.0	51.0	48.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Terribacillus	18.0	16.0	20.0	20.0	11.0	86.0	1.0	29.0	16.0	11.0	1.0	19.0	12.0	17.0	1.0	11.0	10.0	15.0	1.0	8.0	5.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula	301.0	370.0	143.0	147.0	298.0	263.0	8.0	124.0	61.0	143.0	52.0	60.0	120.0	59.0	72.0	31.0	39.0	56.0	39.0	33.0	78.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum	7.0	1.0	10.0	1.0	6.0	1.0	1.0	1.0	1.0	18.0	1.0	10.0	54.0	18.0	1.0	132.0	110.0	182.0	21.0	39.0	21.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Thalassobacillus	32.0	23.0	73.0	62.0	1.0	125.0	1.0	12.0	14.0	45.0	1.0	1.0	38.0	16.0	1.0	54.0	31.0	55.0	1.0	13.0	17.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;__	142.0	1.0	37.0	57.0	37.0	83.0	1.0	1.0	1.0	13.0	66.0	125.0	7.0	25.0	14.0	29.0	9.0	33.0	8.0	65.0	81.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Gracilibacteraceae;g__Gracilibacter	1.0	1.0	12.0	41.0	1.0	22.0	11.0	1.0	1.0	1.0	1.0	1.0	81.0	49.0	49.0	22.0	1.0	31.0	1.0	18.0	24.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodoplanes	44.0	41.0	23.0	65.0	84.0	22.0	1.0	22.0	1.0	1.0	105.0	6.0	52.0	17.0	45.0	7.0	1.0	9.0	31.0	142.0	147.0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__DS-100;f__DS-100;g__DS-100	85.0	73.0	80.0	56.0	93.0	95.0	13.0	38.0	25.0	57.0	32.0	27.0	113.0	83.0	70.0	84.0	52.0	85.0	28.0	81.0	94.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__B1-7BS;g__B1-7BS	25.0	10.0	13.0	21.0	32.0	14.0	1.0	13.0	20.0	40.0	13.0	14.0	20.0	22.0	29.0	11.0	18.0	22.0	14.0	29.0	22.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Ornithinicoccus	1.0	1.0	1.0	42.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	54.0	42.0	23.0	42.0	29.0	65.0	10.0	19.0	27.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__JTB255_marine_benthic_group	8.0	28.0	28.0	53.0	46.0	16.0	1.0	12.0	21.0	36.0	13.0	17.0	1.0	1.0	1.0	14.0	22.0	32.0	5.0	9.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Segetibacter	78.0	1.0	68.0	6.0	1.0	6.0	27.0	1.0	14.0	52.0	1.0	67.0	118.0	98.0	55.0	119.0	81.0	145.0	50.0	138.0	69.0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloronema	35.0	12.0	13.0	13.0	7.0	6.0	1.0	1.0	17.0	38.0	1.0	63.0	30.0	11.0	16.0	10.0	1.0	1.0	20.0	34.0	36.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaerales;g__Tepidisphaerales	12.0	33.0	23.0	1.0	23.0	17.0	1.0	16.0	6.0	10.0	11.0	6.0	25.0	14.0	11.0	23.0	9.0	17.0	15.0	37.0	35.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Labraceae;g__Labrys	27.0	13.0	1.0	49.0	31.0	14.0	20.0	9.0	13.0	21.0	15.0	33.0	42.0	37.0	27.0	12.0	11.0	21.0	16.0	36.0	24.0
d__Bacteria;p__Gemmatimonadota;c__AKAU4049;o__AKAU4049;f__AKAU4049;g__AKAU4049	50.0	30.0	13.0	20.0	16.0	56.0	1.0	26.0	26.0	18.0	1.0	1.0	16.0	17.0	10.0	14.0	13.0	10.0	1.0	3.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;__;__	24.0	40.0	1.0	1.0	17.0	29.0	1.0	19.0	37.0	37.0	1.0	60.0	25.0	44.0	51.0	1.0	1.0	3.0	11.0	29.0	23.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__Sandaracinus	14.0	12.0	15.0	18.0	9.0	28.0	1.0	22.0	1.0	10.0	13.0	12.0	32.0	37.0	33.0	29.0	31.0	53.0	14.0	24.0	24.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea	13.0	1.0	4.0	6.0	8.0	1.0	1.0	1.0	1.0	3.0	1.0	8.0	62.0	13.0	27.0	19.0	22.0	36.0	51.0	147.0	139.0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Blastocatella	68.0	19.0	57.0	26.0	27.0	64.0	1.0	35.0	34.0	77.0	9.0	39.0	63.0	38.0	22.0	37.0	29.0	22.0	14.0	53.0	47.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__uncultured	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	57.0	113.0	105.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Planifilum	20.0	45.0	61.0	737.0	1.0	13.0	1.0	1.0	1.0	10.0	1.0	1.0	54.0	50.0	34.0	20.0	30.0	45.0	1.0	39.0	42.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__uncultured	1.0	1.0	1.0	12.0	12.0	1.0	1.0	1.0	1.0	1.0	11.0	15.0	109.0	67.0	57.0	55.0	24.0	34.0	1.0	33.0	18.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes	63.0	35.0	40.0	1.0	29.0	40.0	1.0	20.0	39.0	14.0	15.0	47.0	55.0	28.0	26.0	11.0	14.0	17.0	1.0	8.0	19.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__0319-7L14;f__0319-7L14;g__0319-7L14	282.0	156.0	153.0	41.0	64.0	78.0	12.0	75.0	60.0	135.0	6.0	18.0	91.0	52.0	38.0	68.0	40.0	71.0	7.0	41.0	27.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	59.0	47.0	19.0	42.0	17.0	155.0	1.0	13.0	37.0	19.0	25.0	212.0	278.0	106.0	92.0	75.0	63.0	144.0	27.0	54.0	58.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;__	1.0	23.0	16.0	10.0	47.0	20.0	1.0	1.0	25.0	41.0	44.0	37.0	1.0	16.0	1.0	29.0	1.0	51.0	22.0	53.0	37.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__uncultured	14.0	1.0	7.0	14.0	22.0	16.0	1.0	12.0	15.0	13.0	19.0	19.0	49.0	16.0	33.0	14.0	21.0	17.0	1.0	10.0	21.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__uncultured	27.0	17.0	25.0	25.0	8.0	42.0	1.0	27.0	7.0	35.0	1.0	4.0	45.0	19.0	3.0	51.0	21.0	47.0	9.0	32.0	6.0
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Vulgatibacteraceae;g__Vulgatibacter	21.0	34.0	66.0	24.0	34.0	18.0	10.0	24.0	25.0	20.0	19.0	10.0	38.0	35.0	18.0	25.0	35.0	50.0	12.0	25.0	21.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Litorilinea	20.0	49.0	12.0	77.0	19.0	27.0	1.0	42.0	57.0	32.0	18.0	8.0	41.0	20.0	10.0	17.0	13.0	16.0	3.0	25.0	20.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Ellin6067	66.0	66.0	23.0	1.0	14.0	48.0	1.0	3.0	13.0	24.0	11.0	62.0	79.0	59.0	25.0	25.0	26.0	30.0	36.0	96.0	63.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter	5.0	1.0	28.0	1.0	19.0	17.0	1.0	1.0	7.0	27.0	14.0	5.0	39.0	44.0	40.0	36.0	27.0	43.0	1.0	35.0	30.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Azohydromonas	22.0	1.0	23.0	1.0	1.0	1.0	1.0	12.0	1.0	11.0	9.0	18.0	64.0	34.0	38.0	25.0	36.0	65.0	58.0	58.0	72.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichales;g__Microtrichales	33.0	46.0	8.0	12.0	41.0	48.0	16.0	17.0	22.0	39.0	31.0	18.0	15.0	27.0	1.0	32.0	27.0	53.0	9.0	14.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	1.0	1.0	1.0	1.0	1.0	251.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter	1.0	1.0	72.0	269.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix	43.0	29.0	70.0	59.0	1.0	6.0	1.0	1.0	1.0	16.0	1.0	1.0	13.0	1.0	25.0	40.0	1.0	39.0	15.0	25.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	6.0	1.0	1.0	17.0	147.0	70.0	78.0	64.0	54.0	73.0	11.0	36.0	40.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus	19.0	32.0	71.0	132.0	1.0	19.0	1.0	1.0	11.0	17.0	1.0	1.0	1.0	7.0	1.0	1.0	17.0	15.0	7.0	11.0	1.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured	147.0	495.0	184.0	159.0	549.0	220.0	11.0	205.0	115.0	190.0	77.0	64.0	197.0	125.0	91.0	104.0	39.0	84.0	127.0	267.0	297.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Tumebacillus	99.0	77.0	1216.0	206.0	16.0	95.0	139.0	27.0	91.0	82.0	18.0	19.0	129.0	100.0	146.0	25.0	20.0	56.0	18.0	26.0	37.0
d__Bacteria;p__Firmicutes;c__Bacilli;__;__;__	5.0	10.0	34.0	57.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	33.0	23.0	20.0	16.0	11.0	16.0	12.0	13.0	18.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Qipengyuania	12.0	1.0	24.0	38.0	18.0	22.0	1.0	1.0	16.0	24.0	34.0	54.0	25.0	25.0	24.0	11.0	1.0	48.0	1.0	1.0	11.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__env.OPS_17;g__env.OPS_17	71.0	63.0	24.0	1.0	34.0	111.0	1.0	1.0	27.0	52.0	36.0	49.0	236.0	135.0	82.0	136.0	107.0	254.0	159.0	300.0	270.0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__11-24;f__11-24;g__11-24	138.0	98.0	7.0	118.0	6.0	15.0	1.0	19.0	5.0	6.0	5.0	11.0	52.0	32.0	24.0	6.0	7.0	8.0	8.0	14.0	8.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Ellin6055	1.0	1.0	31.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	38.0	17.0	43.0	1.0	1.0	1.0	27.0	53.0	56.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Flindersiella	1.0	6.0	1.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	23.0	14.0	14.0	15.0	30.0	17.0	18.0	54.0	36.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	199.0	1.0	7.0	66.0	13.0	41.0	1.0	12.0	26.0	23.0	47.0	134.0	50.0	61.0	37.0	76.0	62.0	90.0	12.0	33.0	12.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Tychonema_CCAP_1459-11B	54.0	1.0	57.0	13.0	7.0	35.0	1.0	1.0	1.0	5.0	1.0	23.0	1.0	1.0	1.0	1.0	7.0	6.0	29.0	51.0	50.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus	43.0	19.0	31.0	20.0	1.0	102.0	14.0	21.0	30.0	36.0	1.0	14.0	19.0	32.0	14.0	40.0	44.0	54.0	12.0	29.0	12.0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Nitrolancea	20.0	18.0	23.0	17.0	13.0	16.0	1.0	4.0	7.0	1.0	8.0	23.0	16.0	14.0	8.0	17.0	26.0	23.0	8.0	22.0	23.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus	1.0	6.0	33.0	25.0	38.0	25.0	1.0	1.0	26.0	31.0	1.0	16.0	27.0	21.0	25.0	1.0	1.0	19.0	1.0	1.0	12.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__CL500-29_marine_group	42.0	17.0	1.0	21.0	23.0	42.0	8.0	26.0	15.0	37.0	41.0	72.0	52.0	16.0	26.0	13.0	9.0	11.0	1.0	24.0	1.0
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42	20.0	1.0	1.0	3.0	7.0	5.0	1.0	7.0	4.0	6.0	14.0	16.0	32.0	29.0	21.0	11.0	3.0	15.0	22.0	38.0	37.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	63.0	42.0	18.0	48.0	11.0	73.0	1.0	56.0	57.0	51.0	28.0	244.0	114.0	69.0	45.0	106.0	45.0	102.0	21.0	22.0	33.0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__uncultured	57.0	125.0	13.0	87.0	46.0	41.0	1.0	53.0	37.0	46.0	32.0	219.0	90.0	36.0	56.0	22.0	13.0	57.0	71.0	124.0	156.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__uncultured	39.0	26.0	52.0	1.0	68.0	55.0	1.0	18.0	51.0	48.0	40.0	99.0	27.0	18.0	8.0	40.0	46.0	68.0	15.0	49.0	43.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacteraceae	14.0	22.0	17.0	10.0	1.0	22.0	1.0	24.0	22.0	12.0	1.0	10.0	12.0	21.0	23.0	1.0	11.0	14.0	1.0	10.0	1.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__uncultured;f__uncultured;g__uncultured	47.0	53.0	26.0	16.0	30.0	1.0	15.0	45.0	56.0	26.0	19.0	13.0	30.0	16.0	17.0	17.0	25.0	34.0	1.0	15.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanicella	23.0	30.0	34.0	1.0	9.0	36.0	1.0	16.0	15.0	42.0	34.0	17.0	38.0	9.0	12.0	47.0	21.0	45.0	1.0	14.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Nocardia	1.0	12.0	1.0	1.0	14.0	59.0	1.0	13.0	29.0	1.0	12.0	34.0	20.0	27.0	15.0	8.0	11.0	5.0	11.0	26.0	12.0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Falkowbacteria;f__Candidatus_Falkowbacteria;g__Candidatus_Falkowbacteria	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	68.0	52.0	41.0	26.0	10.0	25.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;__	1.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	1.0	1.0	133.0	91.0	48.0	28.0	42.0	53.0	45.0	82.0	88.0
d__Bacteria;p__Gemmatimonadota;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__YC-ZSS-LKJ147	243.0	31.0	247.0	89.0	1.0	252.0	1.0	37.0	393.0	419.0	67.0	56.0	141.0	116.0	72.0	284.0	240.0	385.0	88.0	319.0	253.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__BIyi10	9.0	22.0	1.0	1.0	17.0	18.0	1.0	12.0	1.0	18.0	31.0	28.0	40.0	31.0	30.0	1.0	18.0	20.0	12.0	26.0	29.0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;__	9.0	1.0	14.0	1.0	12.0	1.0	1.0	1.0	8.0	15.0	7.0	1.0	35.0	25.0	17.0	13.0	25.0	25.0	10.0	1.0	7.0
d__Bacteria;p__Firmicutes;c__Symbiobacteriia;o__Symbiobacteriales;f__Symbiobacteraceae;g__uncultured	1.0	1.0	1.0	7.0	1.0	11.0	1.0	1.0	4.0	8.0	1.0	1.0	67.0	37.0	24.0	121.0	127.0	253.0	1.0	37.0	27.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum	13.0	1.0	15.0	5.0	8.0	17.0	1.0	15.0	14.0	26.0	13.0	27.0	10.0	15.0	10.0	26.0	12.0	32.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria	1.0	1.0	22.0	100.0	1.0	24.0	1.0	1.0	1.0	1.0	25.0	16.0	1.0	1.0	1.0	55.0	53.0	89.0	1.0	27.0	8.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__KIST-JJY010;f__KIST-JJY010;g__KIST-JJY010	39.0	36.0	12.0	1.0	27.0	40.0	1.0	27.0	61.0	24.0	1.0	1.0	42.0	25.0	22.0	6.0	8.0	20.0	1.0	1.0	1.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc_PCC-73102	1.0	1.0	31.0	1.0	1.0	22.0	1.0	1.0	14.0	12.0	9.0	1.0	21.0	28.0	43.0	15.0	1.0	22.0	1.0	9.0	13.0
Unassigned;__;__;__;__;__	78.0	189.0	18.0	112.0	204.0	45.0	1.0	48.0	62.0	37.0	13.0	1.0	51.0	38.0	18.0	45.0	35.0	65.0	52.0	170.0	165.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Thermopolyspora	1.0	21.0	21.0	209.0	1.0	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium	89.0	185.0	67.0	16.0	97.0	79.0	1.0	49.0	58.0	62.0	66.0	118.0	48.0	48.0	24.0	29.0	53.0	85.0	40.0	145.0	196.0
d__Bacteria;p__Halanaerobiaeota;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halocella	13.0	18.0	32.0	114.0	4.0	1.0	1.0	1.0	4.0	5.0	1.0	1.0	15.0	18.0	8.0	16.0	8.0	8.0	13.0	19.0	14.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__RBG-13-54-9;g__RBG-13-54-9	31.0	45.0	16.0	119.0	34.0	49.0	1.0	44.0	21.0	19.0	1.0	4.0	73.0	25.0	14.0	18.0	22.0	19.0	13.0	9.0	9.0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Candidatus_Chloroploca	23.0	18.0	12.0	28.0	11.0	5.0	1.0	1.0	16.0	30.0	25.0	41.0	39.0	28.0	23.0	37.0	7.0	22.0	7.0	22.0	43.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB13	1.0	1.0	1.0	1.0	5.0	9.0	1.0	1.0	1.0	16.0	17.0	40.0	24.0	21.0	17.0	21.0	27.0	45.0	18.0	13.0	25.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;__	1.0	12.0	1.0	14.0	1.0	1.0	1.0	1.0	1.0	9.0	1.0	18.0	18.0	9.0	32.0	77.0	50.0	104.0	27.0	49.0	76.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__uncultured	43.0	1.0	1.0	1.0	12.0	35.0	1.0	14.0	1.0	15.0	16.0	10.0	38.0	31.0	17.0	1.0	1.0	1.0	19.0	23.0	25.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Actinotalea	1.0	1.0	1.0	21.0	1.0	1.0	1.0	1.0	1.0	1.0	23.0	26.0	1.0	1.0	21.0	58.0	57.0	66.0	1.0	45.0	45.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus_Xiphinematobacter	42.0	31.0	1.0	1.0	20.0	1.0	1.0	12.0	6.0	1.0	31.0	1.0	57.0	25.0	37.0	1.0	1.0	5.0	14.0	19.0	27.0
d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota	37.0	137.0	10.0	57.0	30.0	20.0	1.0	38.0	7.0	10.0	3.0	1.0	26.0	5.0	9.0	1.0	6.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Haloactinopolyspora	11.0	1.0	1.0	44.0	15.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	18.0	1.0	13.0	15.0	13.0	32.0	18.0	22.0	20.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__uncultured	14.0	7.0	20.0	10.0	7.0	27.0	1.0	5.0	25.0	16.0	25.0	58.0	22.0	14.0	15.0	22.0	16.0	21.0	10.0	20.0	23.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosiaceae	1.0	1.0	30.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	25.0	1.0	17.0	21.0	18.0	32.0	35.0	15.0	13.0	18.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Aurantisolimonas	33.0	30.0	1.0	4.0	27.0	45.0	12.0	1.0	20.0	25.0	15.0	66.0	18.0	26.0	8.0	1.0	6.0	9.0	1.0	8.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Bhargavaea	1.0	1.0	14.0	146.0	1.0	2.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__uncultured	1.0	16.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	10.0	38.0	1.0	1.0	6.0	28.0	1.0	1.0	19.0	69.0	40.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Filibacter	17.0	18.0	53.0	66.0	13.0	24.0	1.0	12.0	104.0	60.0	1.0	1.0	15.0	3.0	1.0	24.0	25.0	37.0	1.0	10.0	1.0
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;__	37.0	65.0	37.0	29.0	72.0	94.0	1.0	55.0	59.0	38.0	12.0	19.0	40.0	9.0	20.0	9.0	1.0	41.0	82.0	117.0	144.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__uncultured;f__uncultured;g__uncultured	23.0	58.0	10.0	16.0	46.0	26.0	1.0	21.0	9.0	24.0	19.0	24.0	37.0	21.0	8.0	1.0	6.0	10.0	12.0	29.0	55.0
