OTUID	NGS001-23_16S_41	NGS001-23_16S_42	NGS001-23_16S_43	NGS001-23_16S_44	NGS001-23_16S_47	NGS001-23_16S_48	NGS069-23_16S_29	NGS069-23_16S_30	NGS069-23_16S_31	NGS069-23_16S_32	NGS069-23_16S_35	NGS069-23_16S_36	NGS069-24-16S-1	NGS069-24-16S-2	NGS069-24-16S-3	NGS069-24-16S-4	NGS069-24-16S-5	NGS069-24-16S-6	NGS069-24-16S-7	NGS069-24-16S-8	NGS069-24-16S-9
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__FFCH7168	27.0	1.0	19.0	13.0	5.0	9.0	1.0	1.0	5.0	28.0	23.0	88.0	47.0	11.0	32.0	24.0	17.0	23.0	37.0	70.0	92.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Promicromonospora	1.0	25.0	1.0	14.0	29.0	16.0	11.0	1.0	11.0	1.0	27.0	10.0	12.0	1.0	11.0	10.0	12.0	22.0	1.0	13.0	14.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;__;__	1.0	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	83.0	30.0	18.0	1.0	1.0	9.0	17.0	33.0	38.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__IMCC26207	31.0	11.0	1.0	1.0	20.0	11.0	1.0	7.0	1.0	1.0	26.0	16.0	34.0	29.0	18.0	15.0	1.0	11.0	1.0	12.0	13.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharomonospora	1.0	9.0	19.0	44.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0	15.0	10.0	8.0	12.0	17.0	1.0	10.0	21.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured	92.0	22.0	83.0	43.0	24.0	58.0	1.0	45.0	31.0	41.0	60.0	57.0	81.0	87.0	40.0	80.0	64.0	102.0	17.0	38.0	27.0
d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__uncultured	1.0	1.0	7.0	147.0	1.0	1.0	1.0	1.0	6.0	5.0	1.0	1.0	49.0	49.0	34.0	120.0	54.0	130.0	45.0	79.0	91.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Craurococcus-Caldovatus	7.0	1.0	11.0	1.0	20.0	1.0	1.0	8.0	4.0	10.0	65.0	20.0	11.0	7.0	11.0	1.0	1.0	1.0	18.0	16.0	33.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured	7.0	19.0	28.0	14.0	26.0	9.0	6.0	12.0	25.0	12.0	21.0	18.0	48.0	28.0	23.0	6.0	18.0	34.0	9.0	39.0	15.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;__	1.0	19.0	40.0	32.0	67.0	40.0	8.0	11.0	1.0	59.0	32.0	1.0	48.0	11.0	23.0	32.0	20.0	32.0	42.0	54.0	45.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__uncultured	1.0	16.0	19.0	9.0	15.0	25.0	1.0	30.0	1.0	21.0	13.0	11.0	31.0	22.0	37.0	1.0	1.0	1.0	20.0	31.0	33.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1	1.0	1.0	29.0	21.0	1.0	15.0	1.0	9.0	20.0	14.0	1.0	1.0	18.0	15.0	16.0	37.0	24.0	70.0	11.0	29.0	15.0
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j	10.0	26.0	23.0	29.0	24.0	40.0	1.0	19.0	16.0	6.0	6.0	14.0	10.0	10.0	9.0	9.0	11.0	12.0	1.0	1.0	7.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus	10.0	1.0	17.0	24.0	10.0	37.0	1.0	1.0	22.0	9.0	50.0	46.0	1.0	16.0	16.0	13.0	15.0	16.0	20.0	27.0	36.0
d__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordia;f__Limnochordia;g__Hydrogenispora	78.0	39.0	115.0	868.0	11.0	46.0	1.0	4.0	44.0	51.0	1.0	54.0	7.0	23.0	5.0	17.0	8.0	4.0	1.0	1.0	12.0
d__Bacteria;p__Acidobacteriota;c__Subgroup_25;o__Subgroup_25;f__Subgroup_25;g__Subgroup_25	72.0	180.0	5.0	14.0	12.0	34.0	1.0	32.0	14.0	8.0	1.0	1.0	59.0	16.0	23.0	1.0	1.0	9.0	1.0	1.0	1.0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20	56.0	11.0	45.0	28.0	18.0	47.0	1.0	8.0	22.0	34.0	26.0	66.0	99.0	100.0	79.0	116.0	130.0	180.0	72.0	198.0	270.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__uncultured;g__uncultured	31.0	54.0	11.0	87.0	35.0	19.0	6.0	28.0	23.0	18.0	1.0	14.0	25.0	25.0	21.0	10.0	4.0	15.0	11.0	5.0	19.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Rufibacter	33.0	24.0	62.0	25.0	23.0	49.0	1.0	1.0	11.0	1.0	1.0	11.0	29.0	27.0	12.0	1.0	1.0	1.0	8.0	14.0	16.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter_clade_CHAB-I-5_lineage	1.0	9.0	1.0	1.0	50.0	22.0	10.0	1.0	14.0	1.0	9.0	37.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus_Nitrososphaera	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18.0	14.0	19.0	15.0	1.0	1.0	13.0	1.0	27.0	20.0	30.0	1.0	16.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium	1.0	1.0	1.0	263.0	1.0	1.0	1.0	173.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhizobacter	1.0	1.0	1.0	1.0	1.0	25.0	1.0	1.0	1.0	1.0	1.0	39.0	59.0	26.0	29.0	1.0	1.0	1.0	13.0	15.0	26.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Oxalophagus	20.0	11.0	39.0	22.0	1.0	25.0	1.0	1.0	19.0	13.0	1.0	1.0	9.0	1.0	1.0	18.0	10.0	22.0	1.0	1.0	1.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__Prosthecomicrobium	38.0	21.0	1.0	31.0	29.0	1.0	1.0	1.0	1.0	1.0	21.0	5.0	10.0	1.0	7.0	1.0	1.0	1.0	12.0	22.0	38.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillaceae	65.0	1.0	121.0	60.0	1.0	56.0	1.0	1.0	38.0	38.0	8.0	1.0	1.0	27.0	1.0	42.0	11.0	48.0	1.0	10.0	16.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured	1.0	31.0	4.0	45.0	27.0	1.0	1.0	1.0	7.0	1.0	32.0	82.0	16.0	28.0	11.0	14.0	1.0	8.0	25.0	38.0	28.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingoaurantiacus	41.0	1.0	30.0	1.0	1.0	30.0	1.0	17.0	19.0	60.0	1.0	22.0	30.0	1.0	15.0	1.0	1.0	34.0	20.0	25.0	43.0
d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group;o__BD2-11_terrestrial_group;f__BD2-11_terrestrial_group;g__BD2-11_terrestrial_group	51.0	67.0	19.0	54.0	29.0	24.0	1.0	23.0	12.0	26.0	25.0	7.0	33.0	13.0	26.0	38.0	17.0	42.0	9.0	34.0	12.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0	1.0	1.0	10.0	8.0	1.0	7.0	24.0	10.0	17.0	25.0	28.0	36.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;__;__	133.0	15.0	1.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	69.0	37.0	1.0	13.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Thermoactinomyces	17.0	1.0	45.0	426.0	1.0	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	44.0	1.0	1.0	1.0	1.0	1.0	1.0	29.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera	34.0	18.0	1.0	1.0	1.0	29.0	1.0	1.0	1.0	10.0	7.0	56.0	62.0	34.0	28.0	16.0	1.0	32.0	1.0	15.0	36.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__Ruminiclostridium	30.0	1.0	29.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.0	60.0	28.0	13.0	11.0	30.0	15.0	29.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Thermoflavimicrobium	15.0	35.0	62.0	33.0	1.0	1.0	1.0	1.0	1.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	25.0	6.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordales;f__Limnochordaceae;g__Limnochordaceae	25.0	81.0	125.0	674.0	1.0	1.0	1.0	3.0	1.0	50.0	1.0	1.0	83.0	80.0	40.0	34.0	63.0	105.0	10.0	20.0	13.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0	15.0	6.0	16.0	10.0	23.0	17.0	32.0	26.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum	1.0	18.0	23.0	187.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	8.0	10.0	16.0	24.0	9.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hirschia	1.0	16.0	1.0	39.0	12.0	22.0	1.0	13.0	1.0	1.0	9.0	37.0	8.0	42.0	24.0	23.0	20.0	23.0	1.0	1.0	8.0
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium	44.0	1.0	36.0	1.0	1.0	1.0	1.0	1.0	1.0	35.0	24.0	39.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	28.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Longispora	27.0	26.0	93.0	251.0	49.0	24.0	1.0	1.0	12.0	42.0	17.0	90.0	22.0	6.0	35.0	40.0	27.0	37.0	8.0	44.0	53.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea	10.0	20.0	11.0	16.0	13.0	32.0	1.0	1.0	15.0	10.0	6.0	1.0	7.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus_Koribacter	18.0	17.0	1.0	13.0	19.0	1.0	1.0	10.0	1.0	1.0	7.0	3.0	37.0	15.0	15.0	1.0	1.0	1.0	10.0	22.0	20.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured	36.0	11.0	7.0	18.0	22.0	14.0	1.0	22.0	17.0	22.0	16.0	38.0	27.0	17.0	7.0	42.0	17.0	66.0	1.0	11.0	11.0
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Subgroup_17;f__Subgroup_17;g__Subgroup_17	28.0	27.0	12.0	16.0	22.0	28.0	1.0	8.0	1.0	17.0	19.0	9.0	30.0	19.0	23.0	6.0	6.0	1.0	9.0	36.0	24.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Williamsia	10.0	8.0	1.0	9.0	32.0	26.0	1.0	1.0	13.0	1.0	31.0	61.0	7.0	9.0	1.0	13.0	1.0	10.0	7.0	7.0	10.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;__	1.0	1.0	51.0	1.0	1.0	28.0	1.0	1.0	30.0	22.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea	1.0	16.0	15.0	30.0	6.0	13.0	1.0	13.0	1.0	12.0	10.0	1.0	18.0	1.0	13.0	11.0	24.0	25.0	1.0	12.0	6.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UTBCD1	1.0	1.0	1.0	23.0	1.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	38.0	19.0	40.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__uncultured;g__uncultured	16.0	1.0	37.0	1.0	1.0	1.0	10.0	1.0	1.0	13.0	20.0	1.0	1.0	1.0	1.0	25.0	20.0	23.0	1.0	13.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;__	1.0	1.0	1.0	22.0	1.0	31.0	1.0	1.0	13.0	26.0	1.0	1.0	1.0	1.0	1.0	24.0	15.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga	12.0	1.0	1.0	1.0	1.0	33.0	1.0	1.0	13.0	1.0	9.0	1.0	37.0	53.0	40.0	25.0	1.0	24.0	5.0	31.0	48.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Neo-b11	10.0	4.0	8.0	11.0	9.0	1.0	1.0	7.0	1.0	1.0	16.0	15.0	15.0	15.0	3.0	9.0	9.0	1.0	20.0	29.0	17.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__uncultured	8.0	6.0	21.0	1.0	15.0	44.0	1.0	21.0	1.0	10.0	1.0	1.0	17.0	1.0	25.0	19.0	13.0	24.0	10.0	17.0	10.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Sorangium	1.0	1.0	1.0	1.0	13.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	26.0	25.0	15.0	37.0	6.0	19.0	1.0	9.0	17.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;__;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	44.0	41.0	76.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__OPB41;g__OPB41	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	1.0	13.0	1.0	7.0	21.0	43.0	35.0
d__Bacteria;p__Entotheonellaeota;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__Entotheonellaceae	77.0	59.0	22.0	23.0	50.0	19.0	1.0	31.0	22.0	12.0	37.0	26.0	16.0	8.0	20.0	15.0	7.0	15.0	25.0	32.0	66.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter	24.0	14.0	1.0	1.0	63.0	36.0	18.0	4.0	22.0	23.0	47.0	115.0	65.0	57.0	27.0	11.0	1.0	10.0	1.0	43.0	39.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__Ardenticatenaceae;g__uncultured	4.0	1.0	6.0	58.0	5.0	1.0	1.0	4.0	8.0	18.0	10.0	19.0	1.0	10.0	1.0	32.0	20.0	31.0	1.0	7.0	10.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__	1.0	6.0	64.0	18.0	24.0	102.0	1.0	1.0	51.0	47.0	31.0	69.0	10.0	1.0	1.0	49.0	62.0	79.0	1.0	6.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	1.0	1.0	1.0	1.0	1.0	118.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__Pelosinus	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	10.0	1.0	11.0	21.0	19.0	8.0	1.0	21.0	1.0	32.0	9.0	19.0	15.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__Tepidisphaeraceae	7.0	17.0	18.0	1.0	21.0	21.0	1.0	6.0	11.0	32.0	12.0	9.0	32.0	32.0	20.0	1.0	11.0	19.0	38.0	70.0	74.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rubrivivax	25.0	25.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	34.0	21.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Bogoriellaceae;g__Georgenia	22.0	14.0	20.0	55.0	1.0	43.0	16.0	7.0	1.0	23.0	35.0	18.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0	14.0	14.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Pseudactinotalea	17.0	9.0	1.0	1.0	16.0	15.0	1.0	1.0	15.0	1.0	29.0	20.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Ammoniibacillus	13.0	14.0	20.0	57.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	7.0	1.0	8.0	1.0	14.0	7.0	10.0	6.0
d__Bacteria;p__Gemmatimonadota;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium	13.0	9.0	70.0	1.0	1.0	96.0	37.0	12.0	35.0	10.0	14.0	85.0	63.0	53.0	46.0	47.0	17.0	51.0	51.0	47.0	44.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__uncultured	1.0	1.0	113.0	1.0	1.0	1.0	1.0	1.0	1.0	115.0	1.0	9.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	6.0	19.0	18.0	22.0	52.0	53.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Psychroglaciecola	6.0	8.0	10.0	1.0	31.0	8.0	1.0	15.0	19.0	16.0	74.0	17.0	20.0	13.0	11.0	1.0	1.0	17.0	20.0	89.0	89.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas	53.0	20.0	18.0	1.0	26.0	101.0	1.0	15.0	19.0	26.0	28.0	47.0	38.0	20.0	40.0	12.0	13.0	19.0	14.0	27.0	13.0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade	9.0	34.0	22.0	23.0	35.0	25.0	1.0	23.0	17.0	39.0	23.0	39.0	43.0	48.0	27.0	38.0	37.0	29.0	25.0	11.0	18.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__Luteolibacter	17.0	41.0	1.0	5.0	24.0	66.0	1.0	7.0	22.0	8.0	15.0	91.0	82.0	30.0	44.0	30.0	28.0	56.0	12.0	11.0	17.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__CPla-3_termite_group;g__CPla-3_termite_group	1.0	13.0	1.0	1.0	1.0	16.0	1.0	8.0	3.0	24.0	5.0	12.0	24.0	22.0	21.0	22.0	11.0	21.0	39.0	76.0	75.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Thermobacillus	16.0	27.0	38.0	253.0	1.0	7.0	1.0	1.0	1.0	8.0	1.0	1.0	21.0	1.0	9.0	14.0	1.0	20.0	1.0	1.0	1.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;__;__	1.0	9.0	1.0	26.0	25.0	58.0	7.0	13.0	23.0	11.0	51.0	1.0	1.0	1.0	25.0	74.0	54.0	86.0	1.0	25.0	23.0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Candidatus_Protochlamydia	1.0	9.0	1.0	1.0	53.0	26.0	1.0	1.0	12.0	21.0	11.0	1.0	11.0	13.0	14.0	13.0	8.0	10.0	8.0	15.0	18.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__mle1-27;f__mle1-27;g__mle1-27	1.0	11.0	26.0	1.0	7.0	1.0	1.0	9.0	4.0	1.0	11.0	16.0	22.0	14.0	1.0	11.0	1.0	15.0	15.0	45.0	30.0
d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__Dojkabacteria;f__Dojkabacteria;g__Dojkabacteria	1.0	1.0	1.0	6.0	1.0	3.0	3.0	8.0	1.0	3.0	1.0	12.0	39.0	19.0	14.0	50.0	24.0	45.0	29.0	42.0	44.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__KI89A_clade;g__KI89A_clade	5.0	1.0	26.0	22.0	1.0	25.0	1.0	1.0	22.0	22.0	1.0	1.0	1.0	10.0	1.0	21.0	23.0	43.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Thermotaleaceae;g__Anaerosolibacter	12.0	1.0	1.0	1.0	17.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	32.0	63.0	7.0	59.0	30.0	1.0	1.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__uncultured	57.0	86.0	1.0	32.0	48.0	42.0	1.0	10.0	20.0	5.0	16.0	36.0	31.0	31.0	13.0	19.0	7.0	14.0	1.0	11.0	20.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Nodosilineaceae;g__Nodosilinea_PCC-7104	1.0	1.0	40.0	1.0	1.0	3.0	1.0	1.0	1.0	30.0	1.0	4.0	12.0	6.0	4.0	1.0	1.0	1.0	4.0	9.0	7.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Salinispora	1.0	33.0	18.0	22.0	20.0	7.0	1.0	11.0	1.0	11.0	12.0	21.0	1.0	1.0	1.0	6.0	1.0	9.0	1.0	6.0	13.0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7a	88.0	19.0	8.0	54.0	11.0	46.0	31.0	13.0	1.0	29.0	1.0	50.0	56.0	33.0	31.0	43.0	37.0	66.0	29.0	50.0	41.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes	1.0	16.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	20.0	57.0	1.0	16.0	1.0	20.0	11.0	17.0	13.0	28.0	38.0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio	94.0	20.0	30.0	38.0	19.0	21.0	1.0	9.0	11.0	66.0	21.0	50.0	101.0	58.0	42.0	89.0	92.0	201.0	42.0	139.0	127.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fictibacillus	8.0	12.0	9.0	9.0	12.0	10.0	4.0	1.0	1.0	9.0	1.0	26.0	11.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter	8.0	1.0	15.0	1.0	19.0	1.0	1.0	1.0	1.0	11.0	47.0	31.0	9.0	10.0	1.0	8.0	1.0	1.0	11.0	41.0	18.0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Microgenomatia;f__Microgenomatia;g__Microgenomatia	3.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	7.0	6.0	4.0	5.0	26.0	7.0	7.0	13.0	14.0	23.0	6.0	8.0	14.0
d__Bacteria;p__Acidobacteriota;c__Subgroup_18;o__Subgroup_18;f__Subgroup_18;g__Subgroup_18	23.0	30.0	1.0	6.0	17.0	8.0	1.0	16.0	9.0	1.0	4.0	1.0	13.0	5.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Diplosphaera	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	27.0	27.0	50.0	1.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;__	1.0	20.0	18.0	201.0	1.0	27.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
